Timestamp,ACI,ADI,Temperature,Humidity,Luminosity,Voltage
2019-03-18 19:00:00,,,2.466491667,89.595558333,0,3.83925
2019-04-28 04:00:00,3840.05285,0.5183,8.769155,108.265715,1.95031,3.83514
2019-04-11 22:00:00,2523.7068,0.1419,-4.393065,85.450085,0,3.95851
2019-03-21 17:00:00,,,9.71595,104.604591667,24.383333333,3.800166667
2019-07-08 19:00:00,2766.8909,0.2288,17.5477,78.249805,51.043125,3.867335
2019-05-08 07:00:00,3068.21995,0.5503,5.018405,102.081645,124.850935,3.820255
2019-04-22 00:00:00,2763.2744,0.208,2.91593,88.27733,0,4.065555
2019-05-01 08:00:00,2985.2186,0.5347,10.43471,94.402825,160.734555,3.890725
2019-06-16 19:00:00,2489.196,0.2241,17.33706,84.858145,40.589845,3.853115
2019-04-20 14:00:00,,,25.794735,21.51436,1731.51575,4.195305
2019-02-27 12:00:00,,,16.493675,55.96415,715.683333333,3.831291667
2019-05-31 19:00:00,2680.84165,0.4862,14.88569,56.6801,53.57082,3.95427
2019-05-08 20:00:00,2730.5969,0.5571,8.773525,64.182615,0.399385,3.94594
2019-04-12 18:00:00,2886.2429,0.3466,2.64358,77.151675,44.55385,3.910995
2019-04-06 10:00:00,3372.65005,0.6535,20.09559,43.53629,1157.13827,3.97843
2019-06-06 12:00:00,3363.0261,0.3111,33.221195,44.443975,1517.979115,3.83029
2019-06-18 04:00:00,2410.3102,0.5236,9.22392,107.48354,38.69991,3.81239
2019-03-21 09:00:00,,,7.2145,113.0604,95.966666667,3.78575
2019-05-18 16:00:00,2595.5227,0.5268,18.1608,81.25476,345.69952,3.94285
2019-04-21 10:00:00,3281.58145,0.5278,24.219405,23.141295,1566.502365,3.98792
2019-07-06 09:00:00,2982.9141,0.2509,14.101005,105.775105,296.877165,3.832905
2019-03-27 20:00:00,,,1.6959,102.98515,0,3.808066667
2019-05-19 15:00:00,2938.51185,0.5121,25.40596,63.495685,791.09068,3.96363
2019-07-05 22:00:00,2654.3691,0.2833,7.797695,98.48707,0,3.90817
2019-03-06 21:00:00,,,4.525008333,107.599383333,0,3.815075
2019-06-23 05:00:00,,,7.35342,106.49179,73.99918,3.82741
2019-06-13 15:00:00,3285.0077,0.5149,27.716725,48.18003,1257.783215,3.971305
2019-06-27 01:00:00,2883.7103,0.4516,15.88432,95.44719,0,3.848615
2019-05-01 04:00:00,2577.97275,0.4591,7.873875,101.05439,8.7688,3.917915
2019-03-20 05:00:00,2900.7668,0.2934,-2.432645,101.748555,1.96729,3.89912
2019-05-12 13:00:00,3374.3792,0.2895,19.64079,38.79462,1706.375435,4.13178
2019-07-13 16:00:00,3123.4547,0.4102,26.35745,60.60886,642.23407,3.886655
2019-03-31 09:00:00,4274.8555,0.3569,9.939225,53.39699,746.58159,3.88793
2019-06-12 07:00:00,,,15.107283333,112.252941667,88.533333333,3.850366667
2019-07-05 15:00:00,3011.47535,1.1817,23.268665,40.700205,1132.582995,3.980905
2019-03-01 07:00:00,2735.9358,0.2933,-4.570331818,101.369045455,64.55905,3.794027273
2019-02-20 21:00:00,,,3.794091667,107.008116667,0,3.7967
2019-06-21 00:00:00,2354.3845,0.1616,14.71187,108.202125,0,3.84062
2019-07-03 14:00:00,3029.77845,0.7224,20.132605,46.393485,797.602405,3.86265
2019-02-27 11:00:00,,,12.751,66.9416,527.383333333,3.81525
2019-04-25 12:00:00,3304.87865,0.5872,27.25789,45.003505,1787.84275,4.06717
2019-03-15 15:00:00,,,4.31675,105.66725,44.45,3.781883333
2019-02-26 21:00:00,2420.06405,0.3718,0.509055,103.37476,0,3.839145
2019-05-13 22:00:00,2551.5381,0.3162,3.785675,89.23391,0,4.085735
2019-05-13 15:00:00,2717.2813,0.2682,18.11021,46.12833,1335.70645,4.163405
2019-06-07 17:00:00,2966.68335,0.476,23.743565,73.620495,480.045395,3.82279
2019-03-29 18:00:00,2663.8645,0.2673,10.399945,79.763185,25.630305,3.94714
2019-07-13 20:00:00,4393.4363,0.4341,17.196565,87.33894,15.36727,3.865795
2019-06-23 14:00:00,3147.19205,0.3898,28.5912,38.228895,1444.270765,3.896705
2019-03-25 01:00:00,2466.2533,0.3943,2.878335,100.945945,0,3.838835
2019-04-14 19:00:00,2635.54565,0.4212,3.333105,67.45991,4.60208,3.991745
2019-02-28 05:00:00,2988.91665,0.4563,3.94832,103.64394,0,3.796535
2019-04-30 16:00:00,2916.3541,0.5844,19.10728,51.758555,472.129595,4.01818
2019-04-12 04:00:00,2422.77125,0.2359,-1.254565,84.284435,1.05031,3.91049
2019-02-24 09:00:00,,,5.350116667,81.502666667,236.783333333,3.836741667
2019-02-26 00:00:00,2726.1118,0.3295,5.49534,106.211345,0,3.814365
2019-06-02 07:00:00,,,16.957383333,81.980783333,313,3.802608333
2019-03-29 11:00:00,,,15.927925,64.504266667,1204.483333333,3.82375
2019-03-04 19:00:00,,,4.652283333,102.0836,0,3.828333333
2019-03-02 05:00:00,2521.7458,0.156,0.30013,99.62925,0,3.79161
2019-03-22 05:00:00,,,4.871083333,105.847808333,1.333333333,3.776341667
2019-05-11 19:00:00,2725.8315,0.2551,9.70703,70.140475,35.25817,4.08261
2019-04-15 01:00:00,2475.4163,0.0846,-1.696585,83.44042,0,3.939155
2019-03-21 13:00:00,,,10.705175,101.061141667,261.233333333,3.797858333
2019-07-13 21:00:00,4261.6975,0.4388,15.88053,95.18932,0,3.860335
2019-03-02 10:00:00,,,1.46085,98.094191667,142.45,3.791208333
2019-07-14 01:00:00,3902.50905,0.3886,12.137925,104.853695,0,3.830315
2019-06-14 21:00:00,2542.81985,0.4733,16.263075,89.903865,2.50413,3.929555
2019-04-05 17:00:00,,,13.167175,47.610575,183.56732,4.189845
2019-07-07 10:00:00,,,22.212483333,62.861633333,710.633333333,3.807008333
2019-02-20 23:00:00,,,5.118475,108.625683333,0,3.797933333
2019-05-13 04:00:00,2474.5619,0.3803,-1.80343,97.34591,27.951955,4.010525
2019-03-03 15:00:00,,,8.900833333,73.678725,211.866666667,3.850183333
2019-05-20 17:00:00,3115.09555,0.4757,27.458505,61.613895,577.94248,4.0802
2019-05-31 23:00:00,2586.8275,0.3352,5.54943,99.18255,0,3.91911
2019-03-11 10:00:00,,,5.658291667,77.335616667,536.85,3.828416667
2019-03-09 00:00:00,,,3.077458333,94.744508333,0,3.815691667
2019-07-02 22:00:00,2488.8235,0.2157,11.236335,77.3266,0,3.85936
2019-04-13 16:00:00,3379.6991,0.595,8.95631,57.17917,479.3809,3.859775
2019-03-16 01:00:00,,,2.421458333,110.458883333,0,3.760466667
2019-06-18 20:00:00,2649.5925,0.4786,19.257885,83.653475,19.0692,3.864255
2019-03-17 06:00:00,,,6.023308333,111.701866667,6.45,3.753491667
2019-04-24 13:00:00,2871.4858,0.3098,21.02392,40.03942,1244.678135,4.079895
2019-05-26 06:00:00,,,9.529883333,102.8099,115.533333333,3.792733333
2019-06-23 12:00:00,,,29.004735,36.529345,1232.090575,3.819415
2019-04-22 05:00:00,2614.563,0.2886,2.406095,101.49373,63.089425,4.000455
2019-06-12 00:00:00,,,15.4453,102.552558333,0,3.852866667
2019-05-07 08:00:00,3474.2372,0.6704,9.446585,68.96425,386.84352,3.805515
2019-07-16 14:00:00,2919.4063,0.2986,25.714565,53.567865,1280.868535,3.96756
2019-07-17 06:00:00,2950.07295,0.4858,15.08021,97.660965,147.0814,3.87023
2019-07-06 15:00:00,3345.759,0.518,15.423325,108.77678,123.338825,3.81276
2019-06-29 11:00:00,3372.3767,0.4835,30.641135,49.41217,1166.101845,3.813375
2019-05-18 12:00:00,2765.44545,0.523,18.957075,80.727075,605.550135,3.862445
2019-03-07 23:00:00,,,4.760608333,102.389025,0,3.794633333
2019-05-10 08:00:00,,,16.665108333,75.283316667,411.583333333,3.793016667
2019-04-30 05:00:00,2311.21375,0.5185,1.04936,100.000145,76.212145,3.94686
2019-02-18 10:00:00,2531.7372,0.5891,5.010945,104.77286,200.54796,4.120145
2019-03-05 23:00:00,,,0.288766667,109.806841667,0,3.807891667
2019-06-20 15:00:00,3189.771,0.3229,27.9754,63.552605,1061.54677,3.91929
2019-05-26 00:00:00,2690.9558,0.2586,10.428035,90.32367,0,3.81575
2019-05-03 17:00:00,3334.5636,0.5805,8.51616,67.2539,207.316275,3.94107
2019-06-09 22:00:00,2631.3545,0.2358,9.4714,100.642125,0,3.819355
2019-04-21 17:00:00,3103.6309,0.2398,22.484365,21.740365,412.891025,4.19504
2019-05-23 19:00:00,2638.91575,0.4743,16.5935,71.70965,65.876845,4.043145
2019-03-20 03:00:00,2452.2751,0.2815,-3.86358,100.576645,0,3.91515
2019-04-22 07:00:00,3021.828,0.5641,10.517715,64.969655,244.35691,3.98381
2019-06-07 08:00:00,3442.88185,0.4965,15.60046,106.502675,208.869465,3.827725
